RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,PrevDelq,RiskEst,TradesDelq,RevBalance/CreditLimit
Bad,70.0,116.0,2.0,65.0,26.0,0.0,0.0,96.0,30-39 months,unknown delinquency,30 days delinquent,27.0,4.0,52.0,0-4 months,2.0,44.0,7.0,4.0,0.0,92.0,Yes,High Risk,Yes,High
Bad,77.0,123.0,2.0,46.0,16.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,17.0,5.0,47.0,No inquiries,2.0,18.0,3.0,4.0,1.0,64.0,No,Low Risk,No,Low
Bad,86.0,269.0,16.0,97.0,22.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,22.0,0.0,32.0,0-4 months,4.0,0.0,2.0,2.0,1.0,33.0,No,Low Risk,No,Low
Good,69.0,191.0,2.0,70.0,28.0,0.0,0.0,86.0,40-49 months,unknown delinquency,30 days delinquent,29.0,2.0,21.0,10-14 months,0.0,41.0,9.5,2.0,1.0,67.0,Yes,High Risk,Yes,High
Good,90.0,332.0,14.0,145.0,8.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,8.0,0.0,38.0,no “hard” inquiries,0.0,4.0,2.0,1.0,0.0,60.0,No,Low Risk,No,Low
Good,54.0,123.0,6.0,54.0,21.0,0.0,0.0,88.0,0-9 months,30 days delinquent,30 days delinquent,26.0,3.0,42.0,0-4 months,0.0,63.0,4.0,3.0,1.0,78.0,Yes,High Risk,Yes,High
Bad,79.0,21.0,1.0,11.0,1.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,2.0,1.0,50.0,0-4 months,0.0,0.0,0.0,1.0,1.0,50.0,No,Low Risk,No,Low
Good,73.0,122.0,6.0,111.0,16.0,2.5,2.6,94.0,60-69 months,unknown delinquency,120+ days delinquent,17.0,2.0,24.0,0-4 months,1.0,28.0,6.0,1.0,1.0,58.0,Yes,Low Risk,Yes,High
Good,76.0,141.0,11.0,68.0,14.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,14.0,1.0,43.0,no “hard” inquiries,0.0,67.0,4.0,2.0,2.0,86.0,No,Low Risk,No,High
Bad,63.0,76.0,5.0,40.0,20.0,1.0,1.0,86.0,No Usable/Valid,unknown delinquency,30 days delinquent,22.0,2.0,27.0,0-4 months,2.0,94.0,9.5,3.0,1.0,100.0,Yes,High Risk,Yes,High
Good,85.0,133.0,1.0,52.0,24.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,26.0,2.0,31.0,0-4 months,1.0,8.0,2.0,4.0,0.0,70.0,No,Low Risk,No,Low
Good,80.0,130.0,4.0,57.0,24.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,24.0,3.0,38.0,0-4 months,1.0,41.0,3.0,3.0,0.0,46.0,No,Low Risk,No,High
Bad,60.0,454.0,3.0,73.0,19.0,2.5,2.6,84.0,70-79 months,derogatory comment,30 days delinquent,0.0,3.0,42.0,5-9 months,0.0,22.0,1.0,2.0,0.0,33.0,Yes,High Risk,Yes,High
Bad,65.0,454.0,6.0,48.0,14.0,2.0,0.0,76.0,10-19 months,unknown delinquency,60 days delinquent,0.0,3.0,59.0,No inquiries,5.0,16.0,2.0,6.0,0.0,90.0,Yes,High Risk,Yes,Low
Good,65.0,238.0,8.0,112.0,40.0,1.0,1.0,93.0,0-9 months,30 days delinquent,derogatory comment,42.0,1.0,17.0,0-4 months,1.0,31.0,9.5,1.0,2.0,41.0,Yes,High Risk,Yes,High
Good,69.0,241.0,4.0,82.0,48.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,48.0,2.0,10.0,0-4 months,2.0,34.0,8.0,2.0,2.5,48.0,No,High Risk,No,High
Good,75.0,231.0,7.0,83.0,28.0,2.0,2.0,97.0,70-79 months,unknown delinquency,30 days delinquent,30.0,2.0,77.0,0-4 months,1.0,10.0,2.0,3.0,0.0,63.0,Yes,Low Risk,Yes,Low
Good,72.0,385.0,9.0,114.0,27.0,1.0,1.0,97.0,0-9 months,derogatory comment,derogatory comment,29.0,1.0,34.0,no “hard” inquiries,0.0,7.0,4.0,2.0,0.0,67.0,Yes,Low Risk,Yes,Low
Good,76.0,218.0,12.0,85.0,27.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,41.0,0.0,21.0,no “hard” inquiries,0.0,44.0,3.0,1.0,1.0,42.0,No,Low Risk,No,High
Good,86.0,172.0,14.0,126.0,20.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,21.0,0.0,43.0,No inquiries,0.0,30.0,1.0,2.0,0.0,75.0,No,Low Risk,No,High
Bad,56.0,175.0,9.0,77.0,17.0,0.0,0.0,88.0,0-9 months,30 days delinquent,30 days delinquent,17.0,1.0,24.0,0-4 months,2.0,101.0,7.0,2.0,2.5,90.0,Yes,High Risk,Yes,High
Bad,64.0,252.0,25.5,127.0,3.0,1.0,1.0,100.0,No delinquencies,unknown delinquency,current and never delinquent,3.0,0.0,82.0,no “hard” inquiries,0.0,28.0,4.0,1.0,1.0,100.0,No,High Risk,No,High
Bad,56.0,252.0,7.0,50.0,13.0,1.0,1.0,86.0,0-9 months,derogatory comment,derogatory comment,14.0,3.0,50.0,0-4 months,4.0,67.0,3.0,3.0,2.0,60.0,Yes,High Risk,Yes,High
Bad,71.0,228.0,4.0,81.0,45.0,1.0,0.0,98.0,No Usable/Valid,unknown delinquency,60 days delinquent,46.0,2.0,39.0,10-14 months,0.0,24.0,4.0,2.0,1.0,44.0,Yes,Low Risk,Yes,High
Bad,70.0,283.0,6.0,92.0,10.0,1.0,1.0,100.0,No delinquencies,unknown delinquency,current and never delinquent,10.0,2.0,0.0,No inquiries,0.0,44.0,3.0,2.0,0.0,75.0,No,High Risk,No,High
Bad,88.0,279.0,3.0,75.0,28.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,29.0,2.0,24.0,0-4 months,2.0,6.0,3.0,3.0,0.0,40.0,No,Low Risk,No,Low
Bad,71.0,225.0,8.0,131.0,16.0,0.0,0.0,75.0,20-29 months,unknown delinquency,30 days delinquent,16.0,1.0,19.0,0-4 months,1.0,24.0,8.0,1.0,0.0,90.0,Yes,Low Risk,Yes,High
Bad,67.0,77.0,12.0,36.0,14.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,14.0,0.0,14.0,0-4 months,1.0,53.0,6.0,1.0,2.0,78.0,No,High Risk,No,High
Bad,61.0,83.0,1.0,45.0,15.0,0.0,0.0,74.0,10-19 months,30 days delinquent,30 days delinquent,20.0,5.0,26.0,0-4 months,2.0,20.0,3.0,1.0,0.0,40.0,Yes,High Risk,Yes,High
Good,74.0,454.0,2.0,65.0,35.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,0.0,2.0,28.0,0-4 months,1.0,19.0,4.0,3.0,1.0,70.0,No,Low Risk,No,Low
Bad,72.0,213.0,1.0,68.0,6.0,1.0,1.0,88.0,0-9 months,120+ days delinquent,derogatory comment,8.0,1.0,50.0,0-4 months,2.0,0.0,0.0,2.0,0.0,40.0,Yes,Low Risk,Yes,Low
Bad,77.0,235.0,3.0,75.0,21.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,21.0,2.0,29.0,No inquiries,1.0,36.0,3.0,2.0,0.0,67.0,No,Low Risk,No,High
Good,92.0,279.0,1.0,155.0,4.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,5.0,1.0,0.0,0-4 months,0.0,4.0,2.0,2.0,0.0,100.0,No,Low Risk,No,Low
Bad,89.0,327.0,25.0,155.0,7.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,8.0,0.0,14.0,0-4 months,2.0,0.0,1.0,2.0,0.0,33.0,No,Low Risk,No,Low
Good,84.0,149.0,6.0,58.0,20.0,0.0,0.0,90.0,20-29 months,unknown delinquency,30 days delinquent,21.0,3.0,48.0,5-9 months,0.0,3.0,2.0,1.0,0.0,50.0,Yes,Low Risk,Yes,Low
Bad,77.0,115.0,2.0,51.0,30.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,31.0,3.0,26.0,0-4 months,0.0,23.0,7.0,2.0,0.0,64.0,No,Low Risk,No,High
Bad,72.0,454.0,2.0,70.0,27.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,31.0,1.0,13.0,No inquiries,1.0,36.0,6.0,1.0,2.5,67.0,No,Low Risk,No,High
Bad,61.0,124.0,2.0,53.0,15.0,1.0,0.0,76.0,10-19 months,unknown delinquency,60 days delinquent,17.0,1.0,53.0,0-4 months,1.0,64.0,4.0,4.0,1.0,89.0,Yes,High Risk,Yes,High
Bad,72.0,242.0,13.0,87.0,43.0,0.0,0.0,98.0,10-19 months,unknown delinquency,30 days delinquent,53.0,0.0,26.0,0-4 months,2.0,13.0,4.0,2.0,2.0,33.0,Yes,Low Risk,Yes,Low
Bad,63.0,257.0,12.0,84.0,31.0,0.0,0.0,97.0,10-19 months,unknown delinquency,30 days delinquent,53.0,0.0,29.0,0-4 months,4.0,70.0,9.5,3.0,2.5,70.0,Yes,High Risk,Yes,High
Bad,49.0,178.0,13.0,91.0,10.0,2.5,1.0,72.5,0-9 months,60 days delinquent,60 days delinquent,17.0,0.0,56.0,0-4 months,2.0,65.0,3.0,4.0,1.0,100.0,Yes,High Risk,Yes,High
Bad,67.0,57.0,1.0,41.0,14.0,0.0,0.0,94.0,20-29 months,unknown delinquency,30 days delinquent,4.0,2.0,25.0,No inquiries,3.0,32.0,7.0,3.0,2.0,77.0,Yes,High Risk,Yes,High
Good,67.0,220.0,2.0,44.0,20.0,0.0,0.0,95.0,70-79 months,unknown delinquency,30 days delinquent,22.0,7.5,19.0,0-4 months,1.0,34.0,4.0,1.0,1.0,50.0,Yes,High Risk,Yes,High
Bad,65.0,84.0,17.0,46.0,26.0,0.0,0.0,85.0,10-19 months,30 days delinquent,30 days delinquent,27.0,0.0,37.0,No inquiries,0.0,63.0,4.0,5.0,0.0,75.0,Yes,High Risk,Yes,High
Bad,83.0,454.0,9.0,88.0,31.0,0.0,0.0,94.0,10-19 months,unknown delinquency,30 days delinquent,0.0,2.0,22.0,0-4 months,1.0,6.0,3.0,2.0,0.0,63.0,Yes,Low Risk,Yes,Low
Bad,64.0,200.0,5.0,68.0,41.0,0.0,0.0,88.0,0-9 months,30 days delinquent,30 days delinquent,42.0,4.0,24.0,No inquiries,0.0,11.0,3.0,4.0,1.0,47.0,Yes,High Risk,Yes,Low
Good,81.0,170.0,2.0,65.0,23.0,0.0,0.0,92.0,60-69 months,unknown delinquency,30 days delinquent,24.0,1.0,33.0,0-4 months,0.0,11.0,2.0,2.0,0.0,33.0,Yes,Low Risk,Yes,Low
Good,79.0,77.0,7.0,48.0,16.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,6.0,1.0,44.0,No inquiries,0.0,0.0,2.0,2.0,0.0,57.0,No,Low Risk,No,Low
Good,82.0,286.0,1.0,103.0,16.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,17.0,3.0,47.0,5-9 months,0.0,25.0,4.0,3.0,1.0,89.0,No,Low Risk,No,High
Good,80.0,153.0,2.0,57.0,24.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,27.0,4.0,50.0,0-4 months,3.0,21.0,3.0,2.0,0.0,75.0,No,Low Risk,No,High
Bad,73.0,211.0,5.0,71.0,38.0,0.0,0.0,98.0,40-49 months,unknown delinquency,30 days delinquent,43.0,5.0,49.0,0-4 months,1.0,33.0,4.0,4.0,0.0,57.0,Yes,Low Risk,Yes,High
Bad,73.0,403.0,9.0,149.0,20.0,2.0,2.0,100.0,No delinquencies,unknown delinquency,current and never delinquent,8.0,1.0,30.0,No inquiries,0.0,17.0,4.0,2.0,1.0,55.0,No,Low Risk,No,Low
Good,85.0,224.0,10.0,101.0,16.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,5.0,2.0,25.0,10-14 months,0.0,1.0,2.0,2.0,0.0,44.0,No,Low Risk,No,Low
Bad,57.0,57.0,4.0,36.0,15.0,0.0,0.0,80.0,10-19 months,30 days delinquent,30 days delinquent,10.0,5.0,40.0,No inquiries,1.0,71.0,7.0,3.0,1.0,91.0,Yes,High Risk,Yes,High
Bad,63.0,178.0,7.0,46.0,21.0,2.0,2.0,95.0,10-19 months,unknown delinquency,derogatory comment,22.0,1.0,55.0,No inquiries,1.0,74.0,6.0,3.0,2.0,91.0,Yes,High Risk,Yes,High
Bad,59.0,243.0,11.0,79.0,38.0,1.0,1.0,76.0,0-9 months,30 days delinquent,30 days delinquent,43.0,1.0,50.0,0-4 months,1.0,63.0,7.0,4.0,2.5,86.0,Yes,High Risk,Yes,High
Bad,69.0,66.0,8.0,38.0,15.0,1.0,1.0,94.0,20-29 months,unknown delinquency,derogatory comment,16.0,2.0,63.0,0-4 months,1.0,38.0,1.0,5.0,0.0,86.0,Yes,High Risk,Yes,High
Bad,70.0,331.0,22.0,116.0,20.0,0.0,0.0,95.0,60-69 months,unknown delinquency,30 days delinquent,22.0,0.0,23.0,0-4 months,3.0,65.0,8.0,1.0,2.0,82.0,Yes,High Risk,Yes,High
Bad,59.0,142.0,18.0,50.0,14.0,2.0,1.0,80.0,10-19 months,30 days delinquent,60 days delinquent,16.0,0.0,50.0,0-4 months,1.0,82.0,3.0,3.0,1.0,78.0,Yes,High Risk,Yes,High
Good,74.0,36.0,20.0,80.0,20.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,1.0,0.0,15.0,No inquiries,1.0,81.0,3.0,2.0,2.0,67.0,No,Low Risk,No,High
Bad,80.0,263.0,3.0,79.0,30.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,30.0,2.0,43.0,0-4 months,3.0,9.0,3.0,2.0,1.0,38.0,No,Low Risk,No,Low
Bad,67.0,77.0,3.0,109.0,21.0,0.0,0.0,86.0,0-9 months,30 days delinquent,30 days delinquent,4.0,2.0,19.0,No inquiries,3.0,22.0,5.0,1.0,0.0,60.0,Yes,High Risk,Yes,High
Bad,61.0,253.0,8.0,72.0,10.0,1.0,1.0,72.5,0-9 months,30 days delinquent,derogatory comment,32.0,1.0,36.0,No inquiries,1.0,78.0,3.0,1.0,1.0,71.0,Yes,High Risk,Yes,High
Bad,55.0,286.0,3.0,14.0,10.0,0.0,0.0,90.0,10-19 months,30 days delinquent,30 days delinquent,20.0,2.0,20.0,0-4 months,2.0,70.0,4.0,2.0,1.0,75.0,Yes,High Risk,Yes,High
Bad,62.0,192.0,1.0,68.0,48.0,0.0,0.0,94.0,0-9 months,30 days delinquent,30 days delinquent,53.0,4.0,44.0,0-4 months,5.0,35.0,7.0,5.0,1.0,71.0,Yes,High Risk,Yes,High
Bad,55.0,127.0,9.0,60.0,28.0,2.0,0.0,80.0,0-9 months,60 days delinquent,60 days delinquent,30.0,2.0,47.0,0-4 months,0.0,69.0,7.0,6.0,1.0,89.0,Yes,High Risk,Yes,High
Good,77.0,186.0,13.0,70.0,9.0,1.0,0.0,90.0,50-59 months,unknown delinquency,60 days delinquent,10.0,0.0,60.0,0-4 months,1.0,32.0,1.0,3.0,1.0,67.0,Yes,Low Risk,Yes,High
Bad,68.0,115.0,6.0,47.0,35.0,0.0,0.0,94.0,0-9 months,30 days delinquent,30 days delinquent,36.0,5.0,47.0,0-4 months,1.0,25.0,7.0,6.0,0.0,75.0,Yes,High Risk,Yes,High
Bad,62.0,454.0,2.0,14.0,3.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,0.0,3.0,0.0,0-4 months,1.0,61.0,4.0,2.0,2.0,100.0,No,High Risk,No,High
Good,86.0,225.0,4.0,79.0,14.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,14.0,1.0,14.0,5-9 months,0.0,15.0,2.0,2.0,0.0,29.0,No,Low Risk,No,Low
Good,87.0,210.0,19.0,110.0,8.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,10.0,0.0,50.0,15-19 months,0.0,19.0,2.0,1.0,0.0,60.0,No,Low Risk,No,Low
Good,74.0,160.0,6.0,85.0,11.0,1.0,1.0,92.0,20-29 months,unknown delinquency,120+ days delinquent,13.0,1.0,42.0,0-4 months,2.0,12.0,1.0,1.0,0.0,100.0,Yes,Low Risk,Yes,Low
Bad,64.0,82.0,6.0,43.0,20.0,1.0,0.0,90.0,0-9 months,30 days delinquent,60 days delinquent,21.0,1.0,43.0,0-4 months,5.0,62.0,7.0,4.0,1.0,73.0,Yes,High Risk,Yes,High
Good,70.0,281.0,8.0,77.0,26.0,0.0,0.0,92.0,30-39 months,unknown delinquency,30 days delinquent,27.0,1.0,35.0,no “hard” inquiries,0.0,55.0,5.0,2.0,2.5,58.0,Yes,High Risk,Yes,High
Good,66.0,167.0,4.0,105.0,19.0,2.0,1.0,77.0,0-9 months,120+ days delinquent,120+ days delinquent,23.0,2.0,23.0,5-9 months,0.0,4.0,1.0,2.0,0.0,50.0,Yes,High Risk,Yes,Low
Good,69.0,198.0,3.0,88.0,29.0,0.0,0.0,97.0,40-49 months,unknown delinquency,30 days delinquent,32.0,2.0,37.0,0-4 months,4.0,61.0,5.0,3.0,2.0,62.0,Yes,High Risk,Yes,High
Bad,55.0,116.0,14.0,60.0,15.0,1.0,0.0,72.5,0-9 months,60 days delinquent,60 days delinquent,3.0,0.0,24.0,No inquiries,0.0,85.0,3.0,2.0,2.0,83.0,Yes,High Risk,Yes,High
Bad,69.0,280.0,2.0,66.0,19.0,0.0,0.0,96.0,0-9 months,30 days delinquent,30 days delinquent,23.0,4.0,52.0,0-4 months,3.0,32.0,6.0,4.0,0.0,77.0,Yes,High Risk,Yes,High
Good,84.0,312.0,3.0,86.0,40.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,40.0,3.0,25.0,No inquiries,1.0,1.0,3.0,6.0,0.0,41.0,No,Low Risk,No,Low
Good,87.0,327.0,6.0,117.0,19.0,0.0,0.0,96.0,No delinquencies,unknown delinquency,unknown delinquency,23.0,3.0,43.0,5-9 months,0.0,9.0,5.0,1.0,0.0,60.0,No,Low Risk,Yes,Low
Good,85.0,166.0,4.0,124.0,26.0,0.0,0.0,100.0,No delinquencies,unknown delinquency,unknown delinquency,27.0,2.0,38.0,0-4 months,1.0,10.0,3.0,4.0,1.0,54.0,No,Low Risk,No,Low
Bad,63.0,180.0,14.0,90.0,3.0,1.0,1.0,72.5,20-29 months,unknown delinquency,90 days delinquent,5.0,0.0,40.0,0-4 months,0.0,28.0,1.0,2.0,1.0,100.0,Yes,High Risk,Yes,High
Bad,68.0,301.0,7.0,91.0,30.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,34.0,1.0,18.0,0-4 months,1.0,76.0,8.0,2.0,2.5,56.0,No,High Risk,No,High
Bad,71.0,454.0,4.0,10.0,4.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,4.0,2.0,25.0,0-4 months,5.0,17.0,3.0,1.0,0.0,100.0,No,Low Risk,No,Low
Good,84.0,172.0,8.0,83.0,20.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,22.0,1.0,14.0,0-4 months,1.0,6.0,3.0,1.0,0.0,67.0,No,Low Risk,No,Low
Bad,70.0,454.0,11.0,23.0,6.0,1.0,1.0,100.0,No delinquencies,unknown delinquency,current and never delinquent,6.0,1.0,33.0,No inquiries,0.0,3.0,2.0,2.0,0.0,67.0,No,High Risk,No,Low
Good,76.0,242.0,5.0,104.0,16.0,1.0,0.0,94.0,50-59 months,unknown delinquency,60 days delinquent,24.0,1.0,18.0,No inquiries,1.0,54.0,4.0,3.0,1.0,78.0,Yes,Low Risk,Yes,High
Bad,84.0,155.0,17.0,78.0,13.0,0.0,0.0,100.0,No delinquencies,unknown delinquency,unknown delinquency,17.0,0.0,50.0,10-14 months,0.0,1.0,1.0,1.0,0.0,60.0,No,Low Risk,No,Low
Good,90.0,396.0,7.0,121.0,23.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,23.0,1.0,22.0,5-9 months,0.0,1.0,1.0,1.0,0.0,20.0,No,Low Risk,No,Low
Good,64.0,84.0,12.0,42.0,13.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,13.0,0.0,38.0,10-14 months,0.0,90.0,6.0,2.0,2.0,100.0,No,High Risk,No,High
Good,80.0,263.0,14.0,84.0,23.0,0.0,0.0,96.0,No Usable/Valid,unknown delinquency,30 days delinquent,23.0,0.0,52.0,0-4 months,0.0,8.0,4.0,3.0,0.0,70.0,Yes,Low Risk,Yes,Low
Bad,70.0,142.0,9.0,47.0,16.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,16.0,4.0,19.0,0-4 months,2.0,30.0,4.0,2.0,1.0,55.0,No,High Risk,No,High
Bad,59.0,361.0,6.0,103.0,22.0,0.0,0.0,87.0,40-49 months,unknown delinquency,30 days delinquent,24.0,3.0,17.0,0-4 months,5.0,70.0,9.0,2.0,2.5,79.0,Yes,High Risk,Yes,High
Bad,43.0,71.0,11.0,48.0,7.0,1.0,0.0,88.0,0-9 months,60 days delinquent,60 days delinquent,8.0,1.0,75.0,0-4 months,0.0,28.0,1.0,1.0,1.0,100.0,Yes,High Risk,Yes,High
Bad,72.0,175.0,25.5,155.0,2.0,1.0,1.0,100.0,No delinquencies,all other,current and never delinquent,3.0,0.0,50.0,0-4 months,2.0,28.0,4.0,2.0,1.0,66.0,No,Low Risk,No,High
Bad,63.0,293.0,6.0,91.0,30.0,1.0,0.0,90.0,20-29 months,unknown delinquency,60 days delinquent,33.0,3.0,16.0,0-4 months,2.0,70.0,9.5,2.0,2.5,72.0,Yes,High Risk,Yes,High
Bad,72.0,174.0,3.0,55.0,21.0,0.0,0.0,95.0,60-69 months,unknown delinquency,30 days delinquent,22.0,3.0,36.0,No inquiries,5.0,17.0,3.0,2.0,1.0,56.0,Yes,Low Risk,Yes,Low
Good,86.0,206.0,18.0,100.0,18.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,24.0,0.0,38.0,No inquiries,2.0,0.0,0.0,1.0,0.0,50.0,No,Low Risk,No,Low
Bad,65.0,388.0,4.0,51.0,11.0,1.0,1.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,13.0,7.5,42.0,0-4 months,0.0,80.0,6.0,1.0,2.0,100.0,No,High Risk,No,High
Bad,65.0,201.0,3.0,97.0,26.0,1.0,1.0,85.0,10-19 months,unknown delinquency,30 days delinquent,26.0,4.0,38.0,0-4 months,3.0,60.0,3.0,2.0,2.0,83.0,Yes,High Risk,Yes,High
Bad,63.0,189.0,3.0,70.0,15.0,2.5,2.6,72.5,10-19 months,unknown delinquency,derogatory comment,31.0,1.0,17.0,No inquiries,2.0,15.0,4.0,2.0,0.0,67.0,Yes,High Risk,Yes,Low
Good,87.0,137.0,4.0,79.0,28.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,32.0,1.0,56.0,0-4 months,2.0,11.0,1.0,3.0,0.0,57.0,No,Low Risk,No,Low
Good,73.0,356.0,8.0,155.0,7.0,1.0,1.0,86.0,50-59 months,unknown delinquency,30 days delinquent,7.0,1.0,29.0,no “hard” inquiries,0.0,27.0,2.0,1.0,0.0,75.0,Yes,Low Risk,Yes,High
Good,76.0,432.0,14.0,115.0,24.0,0.0,0.0,96.0,0-9 months,30 days delinquent,30 days delinquent,24.0,0.0,21.0,0-4 months,4.0,13.0,7.0,2.0,0.0,63.0,Yes,Low Risk,Yes,Low
Good,73.0,287.0,4.0,102.0,10.0,1.0,0.0,72.5,10-19 months,unknown delinquency,60 days delinquent,11.0,3.0,55.0,No inquiries,2.0,30.0,2.0,2.0,0.0,67.0,Yes,Low Risk,Yes,High
Bad,68.0,69.0,15.0,37.0,11.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,11.0,0.0,27.0,0-4 months,1.0,86.0,4.0,1.0,1.0,83.0,No,High Risk,No,High
Bad,59.0,207.0,4.0,64.0,27.0,0.0,0.0,90.0,10-19 months,unknown delinquency,30 days delinquent,32.0,2.0,47.0,No inquiries,0.0,101.0,3.0,3.0,2.0,100.0,Yes,High Risk,Yes,High
Good,62.0,135.0,6.0,55.0,11.0,1.0,0.0,77.0,0-9 months,30 days delinquent,60 days delinquent,12.0,1.0,46.0,15-19 months,0.0,70.0,3.0,2.0,1.0,71.0,Yes,High Risk,Yes,High
Bad,67.0,212.0,4.0,79.0,18.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,18.0,5.0,22.0,0-4 months,3.0,81.0,7.0,1.0,2.5,82.0,No,High Risk,No,High
Bad,68.0,142.0,1.0,72.0,48.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,53.0,7.5,45.0,0-4 months,2.0,58.0,9.0,4.0,2.5,59.0,No,High Risk,No,High
Bad,61.0,206.0,5.0,89.0,30.0,0.0,0.0,90.0,30-39 months,unknown delinquency,30 days delinquent,30.0,2.0,20.0,0-4 months,1.0,61.0,9.5,2.0,2.5,72.0,Yes,High Risk,Yes,High
Bad,63.0,127.0,4.0,57.0,16.0,2.0,2.0,88.0,0-9 months,30 days delinquent,30 days delinquent,17.0,1.0,35.0,No inquiries,1.0,91.0,2.0,1.0,1.0,100.0,Yes,High Risk,Yes,High
Bad,78.0,21.0,4.0,13.0,11.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,11.0,5.0,64.0,0-4 months,3.0,7.0,3.0,2.0,0.0,75.0,No,Low Risk,No,Low
Bad,74.0,232.0,18.0,101.0,10.0,1.0,1.0,91.0,50-59 months,unknown delinquency,derogatory comment,11.0,0.0,36.0,No inquiries,0.0,70.0,2.0,1.0,1.0,75.0,Yes,Low Risk,Yes,High
Bad,75.0,136.0,25.5,74.0,17.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,25.0,0.0,65.0,0-4 months,1.0,83.0,1.0,6.0,1.0,77.0,No,Low Risk,No,High
Bad,58.0,216.0,12.0,86.0,23.0,0.0,0.0,88.0,0-9 months,30 days delinquent,30 days delinquent,53.0,0.0,29.0,0-4 months,1.0,84.0,7.0,1.0,2.5,75.0,Yes,High Risk,Yes,High
Bad,68.0,117.0,8.0,60.0,31.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,31.0,1.0,42.0,0-4 months,2.0,68.0,6.0,6.0,1.0,100.0,No,High Risk,No,High
Good,76.0,170.0,2.0,68.0,32.0,0.0,0.0,97.0,10-19 months,30 days delinquent,30 days delinquent,35.0,5.0,34.0,0-4 months,3.0,13.0,2.0,4.0,0.0,67.0,Yes,Low Risk,Yes,Low
Bad,73.0,190.0,9.0,71.0,22.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,23.0,1.0,18.0,0-4 months,2.0,39.0,4.0,2.0,1.0,75.0,No,Low Risk,No,High
